tienda,busqueda,popularidad,dificultad,apps,medido,cubierta_antes,cubierta_ahora,locales_que_la_cubren_ahora
sa,دراسة,5,49,249,2026-09-12 09:21:11,no,no,
se,youtube,94,78,186,2026-09-12 09:15:00,sí,no,
se,ljudböcker,58,67,160,2026-09-12 09:14:55,no,no,
se,offline,56,58,220,2026-09-12 09:14:59,sí,sí,sv
se,ljudbok,50,61,216,2026-09-12 09:14:55,sí,sí,sv
se,text to speech,36,21,214,2026-09-12 09:14:56,sí,sí,sv en-GB
se,epub,30,41,235,2026-09-12 09:14:58,sí,sí,sv en-GB
se,dyslexi,5,13,192,2026-09-12 09:14:57,sí,sí,sv
se,artiklar,5,13,143,2026-09-12 09:14:59,sí,no,
se,uppläsning,5,15,97,2026-09-12 09:14:54,sí,sí,sv
se,läsa upp,5,15,57,2026-09-12 09:14:54,no,no,
se,tillgänglighet,5,15,182,2026-09-12 09:14:57,sí,no,
se,talsyntes,5,17,51,2026-09-12 09:14:55,no,sí,sv
se,tts,5,17,213,2026-09-12 09:14:56,sí,sí,sv en-GB
se,text till tal,5,19,228,2026-09-12 09:14:54,sí,sí,sv
se,röst,5,19,228,2026-09-12 09:14:58,no,sí,sv
se,läsare,5,21,228,2026-09-12 09:14:57,sí,sí,sv
se,läs upp text,5,35,58,2026-09-12 09:14:59,no,no,
se,pdf läsare,5,44,235,2026-09-12 09:14:56,sí,sí,sv
si,pdf,62,41,217,2026-09-12 09:17:40,sí,sí,en-GB
si,audiobook,44,23,231,2026-09-12 09:17:41,sí,sí,en-GB
si,text to speech,19,7,215,2026-09-12 09:17:39,sí,sí,en-GB
si,besedilo v govor,5,5,0,2026-09-12 09:17:38,no,no,
si,branje na glas,5,5,0,2026-09-12 09:17:38,no,no,
si,zvočna knjiga,5,5,0,2026-09-12 09:17:38,no,no,
si,bralnik,5,5,1,2026-09-12 09:17:39,no,no,
si,read aloud,5,9,231,2026-09-12 09:17:40,sí,sí,en-GB
si,tts,5,11,212,2026-09-12 09:17:38,sí,sí,en-GB
sk,youtube,88,68,199,2026-09-12 09:15:35,sí,no,
sk,offline,47,49,226,2026-09-12 09:15:33,sí,sí,sk
sk,epub,29,15,233,2026-09-12 09:15:33,sí,sí,sk en-GB
sk,text to speech,19,7,221,2026-09-12 09:15:31,sí,sí,sk en-GB
sk,prístupnosť,5,5,26,2026-09-12 09:15:32,sí,no,
sk,hlas,5,5,241,2026-09-12 09:15:32,sí,sí,sk
sk,predčítanie,5,5,5,2026-09-12 09:15:34,no,sí,sk
sk,text na reč,5,7,126,2026-09-12 09:15:29,sí,sí,sk
sk,čítanie nahlas,5,7,30,2026-09-12 09:15:29,sí,no,
sk,čítačka textu,5,7,40,2026-09-12 09:15:29,no,no,
sk,tts,5,7,215,2026-09-12 09:15:31,sí,sí,sk en-GB
sk,dyslexia,5,7,218,2026-09-12 09:15:32,sí,sí,sk en-GB
sk,články,5,9,33,2026-09-12 09:15:34,sí,no,
sk,pdf čítačka,5,11,148,2026-09-12 09:15:30,sí,sí,sk
sk,čítanie,5,19,237,2026-09-12 09:15:34,sí,no,
sk,audiokniha,5,34,215,2026-09-12 09:15:30,sí,sí,sk
sk,čítačka,5,35,235,2026-09-12 09:15:32,sí,sí,sk
tr,youtube,90,88,224,2026-09-12 09:16:27,sí,no,
tr,pdf,66,56,237,2026-09-12 09:20:32,sí,sí,tr en-GB
tr,kitap,62,61,245,2026-09-12 09:16:27,sí,sí,tr
tr,sesli kitap,55,60,248,2026-09-12 09:16:22,sí,sí,tr
tr,e kitap,53,53,248,2026-09-12 09:20:33,sí,sí,tr
tr,pdf okuyucu,52,38,240,2026-09-12 09:16:23,sí,sí,tr
tr,kitap okuma,50,45,248,2026-09-12 09:16:22,sí,sí,tr
tr,epub,41,23,250,2026-09-12 09:16:25,sí,sí,tr en-GB
tr,ses,32,43,247,2026-09-12 09:20:33,no,sí,tr
tr,text to speech,25,17,247,2026-09-12 09:16:23,sí,sí,tr en-GB
tr,tts,21,23,249,2026-09-12 09:16:23,sí,sí,tr en-GB
tr,erişilebilirlik,5,5,75,2026-09-12 09:16:25,sí,no,
tr,yazı okuma,5,5,250,2026-09-12 09:20:30,no,sí,tr
tr,seslendirme,5,9,156,2026-09-12 09:16:20,sí,sí,tr
tr,metni sese çevir,5,9,26,2026-09-12 09:16:21,no,no,
tr,yazıyı sese çevir,5,9,136,2026-09-12 09:16:22,no,no,
tr,metin okuma,5,11,250,2026-09-12 09:16:21,no,sí,tr
tr,sesli okuyucu,5,11,116,2026-09-12 09:16:26,sí,sí,tr
tr,metin seslendirme,5,11,73,2026-09-12 09:16:26,no,sí,tr
tr,seslendirme uygulaması,5,11,10,2026-09-12 09:20:30,no,no,
tr,disleksi,5,13,72,2026-09-12 09:16:24,sí,sí,tr
tr,metin okuyucu,5,13,241,2026-09-12 09:20:29,no,sí,tr
tr,sesli okuma,5,19,250,2026-09-12 09:16:21,sí,sí,tr
tr,makale,5,21,245,2026-09-12 09:16:27,sí,sí,tr
tr,sesli,5,21,244,2026-09-12 09:20:31,sí,sí,tr
tr,okuyucu,5,35,250,2026-09-12 09:16:24,sí,sí,tr
tr,pdf okuma,5,39,233,2026-09-12 09:20:31,sí,sí,tr
tr,ders çalışma,5,39,250,2026-09-12 09:20:32,no,no,
tr,sesli kitap dinle,5,43,250,2026-09-12 09:20:30,no,sí,tr
tr,kitap dinle,5,45,249,2026-09-12 09:20:31,no,sí,tr
tr,sesli okuma uygulaması,5,49,28,2026-09-12 09:20:29,no,no,
tr,çevrimdışı,5,61,248,2026-09-12 09:16:26,sí,no,
ua,youtube,93,81,221,2026-09-12 09:16:08,sí,no,
ua,книги,74,58,249,2026-09-12 09:20:41,no,no,
ua,pdf,67,48,230,2026-09-12 09:20:41,sí,sí,uk en-GB
ua,читалка,60,49,248,2026-09-12 09:16:02,sí,sí,uk
ua,аудіокниги,54,52,235,2026-09-12 09:16:03,no,no,
ua,читання,50,38,250,2026-09-12 09:16:07,sí,sí,uk
ua,epub,36,38,250,2026-09-12 09:16:06,sí,sí,uk en-GB
ua,text to speech,29,15,248,2026-09-12 09:16:05,sí,sí,uk en-GB
ua,офлайн,25,59,245,2026-09-12 09:16:06,sí,no,
ua,синтез мовлення,5,5,16,2026-09-12 09:16:02,no,no,
ua,дислексія,5,5,26,2026-09-12 09:16:05,sí,sí,uk
ua,доступність,5,5,50,2026-09-12 09:16:05,sí,no,
ua,статті,5,5,48,2026-09-12 09:16:08,sí,no,
ua,озвучити текст,5,7,12,2026-09-12 09:20:40,no,no,
ua,озвучка тексту,5,9,148,2026-09-12 09:16:01,no,no,
ua,озвучка,5,9,248,2026-09-12 09:16:07,sí,sí,uk
ua,читалка вголос,5,9,10,2026-09-12 09:20:40,sí,sí,uk
ua,читання вголос,5,11,29,2026-09-12 09:16:02,sí,sí,uk
ua,tts,5,13,249,2026-09-12 09:16:04,sí,sí,uk en-GB
ua,голос,5,15,248,2026-09-12 09:16:06,sí,sí,uk
ua,текст в мовлення,5,15,56,2026-09-12 09:20:40,no,no,
ua,мовлення,5,15,249,2026-09-12 09:20:42,no,sí,uk
ua,текст в голос,5,21,249,2026-09-12 09:16:03,no,no,
ua,синтезатор,5,21,115,2026-09-12 09:20:42,no,no,
ua,аудіокнига,5,46,183,2026-09-12 09:16:03,sí,sí,uk
ua,pdf читалка,5,47,241,2026-09-12 09:16:04,sí,sí,uk
us,youtube,92,97,237,2026-09-12 09:12:19,sí,no,
us,voice,67,56,243,2026-09-12 09:12:11,sí,sí,en-US en-GB en-AU en-CA
us,offline,64,80,247,2026-09-12 09:12:20,sí,no,
us,text to speech,60,62,248,2026-09-12 09:12:01,sí,sí,en-US en-GB en-AU en-CA
us,pdf reader,57,61,246,2026-09-12 09:12:05,sí,sí,en-US en-GB en-AU en-CA
us,private,53,83,247,2026-09-12 09:12:17,sí,no,
us,reader,52,69,247,2026-09-12 09:12:18,sí,sí,en-US en-GB en-AU en-CA
us,audiobook,48,83,248,2026-09-12 09:12:06,sí,sí,en-US en-GB en-AU en-CA
us,epub reader,46,60,248,2026-09-12 09:12:07,sí,sí,en-US en-GB en-AU en-CA
us,tts,41,56,248,2026-09-12 09:12:02,sí,sí,en-US en-GB en-AU en-CA es-MX
us,document reader,37,47,249,2026-09-12 09:12:15,no,sí,en-US en-GB en-AU en-CA
us,reading app,29,87,248,2026-09-12 09:12:14,no,no,
us,text to speech reader,28,48,246,2026-09-12 09:19:03,sí,sí,en-US en-GB en-AU en-CA
us,accessibility,23,13,249,2026-09-12 09:12:10,no,sí,en-US en-GB en-AU en-CA
us,audio reader,21,49,250,2026-09-12 09:19:00,no,sí,en-US en-AU en-CA
us,screen reader,21,55,248,2026-09-12 09:19:08,no,sí,en-US en-AU
us,pdf to audio,20,40,248,2026-09-12 09:12:05,no,sí,en-US en-AU en-CA
us,listen to books,19,72,247,2026-09-12 09:19:06,no,sí,en-US en-GB en-AU en-CA
us,read to me,17,63,248,2026-09-12 09:12:07,no,sí,en-US
us,voice reader,16,52,243,2026-09-12 09:12:03,sí,sí,en-US en-GB en-AU en-CA
us,reader app,15,65,248,2026-09-12 09:19:02,no,no,
us,article,14,69,249,2026-09-12 09:12:18,sí,sí,en-US en-CA
us,dyslexia,13,23,245,2026-09-12 09:12:09,sí,sí,en-US en-GB en-AU en-CA
us,text to audio,12,44,248,2026-09-12 09:12:13,no,sí,en-US en-AU en-CA
us,pdf voice reader,11,42,245,2026-09-12 09:19:04,sí,sí,en-US en-GB en-AU en-CA
us,read along,9,49,246,2026-09-12 09:19:10,no,no,
us,voice notes,9,51,248,2026-09-12 09:19:04,no,no,
us,read aloud,9,53,250,2026-09-12 09:12:02,sí,sí,en-US en-GB en-CA
us,text reader,9,60,249,2026-09-12 09:12:03,sí,sí,en-US en-GB en-AU en-CA
us,ebook reader,9,69,248,2026-09-12 09:12:15,no,sí,en-AU en-CA
us,audio book,9,83,248,2026-09-12 09:12:20,no,sí,en-US en-AU en-CA
us,voice aloud reader,8,47,249,2026-09-12 09:19:06,sí,sí,en-US en-GB en-CA
us,text to voice,8,54,248,2026-09-12 09:12:10,sí,sí,en-US en-GB en-AU en-CA
us,speech to text,8,62,249,2026-09-12 09:19:03,sí,sí,en-US en-GB en-AU en-CA
us,ai voice,8,65,246,2026-09-12 09:19:07,no,no,
us,book reader,8,69,247,2026-09-12 09:12:11,sí,sí,en-US en-GB en-AU en-CA
us,study app,8,73,248,2026-09-12 09:19:09,no,no,
us,polyglot,6,17,250,2026-09-12 09:19:11,no,no,
us,tts reader,6,48,249,2026-09-12 09:12:17,sí,sí,en-US en-GB en-AU en-CA
us,read out loud,6,57,248,2026-09-12 09:12:07,no,sí,en-AU en-CA
us,multilingual,5,5,245,2026-09-12 09:19:11,no,no,
us,listen to articles,5,9,244,2026-09-12 09:12:08,no,sí,en-US en-CA
us,offline tts,5,11,249,2026-09-12 09:12:09,sí,no,
us,adhd reading,5,11,249,2026-09-12 09:19:09,no,no,
us,learning disability,5,13,250,2026-09-12 09:19:10,no,no,
us,audiobook maker,5,15,248,2026-09-12 09:12:06,no,no,
us,text to speech offline,5,15,250,2026-09-12 09:18:59,sí,no,
us,natural voice,5,21,247,2026-09-12 09:19:07,no,sí,en-GB
us,safari reader,5,21,249,2026-09-12 09:19:08,no,no,
us,karaoke reading,5,21,226,2026-09-12 09:19:10,no,no,
us,speech synthesis,5,23,245,2026-09-12 09:12:16,no,no,
us,spanish text to speech,5,35,247,2026-09-12 09:19:12,no,no,
us,web reader,5,36,248,2026-09-12 09:12:21,no,no,
us,audiobook creator,5,36,250,2026-09-12 09:19:05,no,no,
us,language reader,5,36,250,2026-09-12 09:19:11,no,no,
us,french voice,5,38,241,2026-09-12 09:19:12,no,no,
us,pdf to audiobook,5,39,248,2026-09-12 09:19:05,sí,sí,en-US en-GB en-AU en-CA
us,narrator,5,40,248,2026-09-12 09:12:16,no,sí,en-GB en-AU en-CA
us,read aloud voice,5,42,243,2026-09-12 09:19:06,sí,sí,en-US en-GB en-CA
us,read webpage,5,42,250,2026-09-12 09:19:08,no,no,
us,text to speech app,5,45,248,2026-09-12 09:18:58,no,no,
us,pdf to speech,5,46,248,2026-09-12 09:12:05,sí,sí,en-US en-GB en-AU en-CA
us,listen to pdf,5,46,250,2026-09-12 09:12:14,no,sí,en-US en-GB en-AU en-CA
us,read aloud text,5,47,248,2026-09-12 09:18:59,sí,sí,en-US en-GB en-CA
us,speak text,5,48,247,2026-09-12 09:12:12,no,no,
us,read pdf aloud,5,48,250,2026-09-12 09:19:04,sí,sí,en-US en-GB en-CA
us,article reader,5,49,249,2026-09-12 09:12:08,sí,sí,en-US en-CA
us,read aloud pdf,5,49,250,2026-09-12 09:12:17,sí,sí,en-US en-GB en-CA
us,listening app,5,49,244,2026-09-12 09:19:01,no,no,
us,read it to me,5,50,145,2026-09-12 09:12:12,no,no,
us,ai voice reader,5,50,248,2026-09-12 09:12:13,no,no,
us,tts app,5,50,248,2026-09-12 09:18:59,no,no,
us,read my text,5,51,249,2026-09-12 09:19:02,no,no,
us,speech reader,5,52,246,2026-09-12 09:12:04,sí,sí,en-US en-GB en-AU en-CA
us,ebook to audiobook,5,52,245,2026-09-12 09:19:05,no,sí,en-AU en-CA
us,voice reader app,5,53,247,2026-09-12 09:19:00,no,no,
us,read books aloud,5,57,248,2026-09-12 09:12:13,sí,sí,en-US en-GB en-CA
us,read aloud app,5,58,250,2026-09-12 09:12:03,no,no,
us,read aloud books,5,65,247,2026-09-12 09:12:21,sí,sí,en-US en-GB en-CA
vn,youtube,97,84,218,2026-09-12 09:17:02,sí,no,
vn,pdf,66,48,242,2026-09-12 09:21:04,sí,sí,vi en-GB
vn,text to speech,64,42,248,2026-09-12 09:16:55,sí,sí,vi en-GB
vn,sách,61,60,248,2026-09-12 09:17:01,sí,sí,vi
vn,truyện,59,51,243,2026-09-12 09:21:05,no,sí,vi
vn,đọc truyện,59,57,247,2026-09-12 09:16:56,no,sí,vi
vn,sách nói,54,57,248,2026-09-12 09:16:56,sí,sí,vi
vn,ebook,54,59,241,2026-09-12 09:16:58,sí,sí,vi
vn,đọc sách,52,61,249,2026-09-12 09:16:58,sí,sí,vi
vn,offline,51,73,242,2026-09-12 09:17:00,sí,no,
vn,audio,50,37,248,2026-09-12 09:17:01,sí,sí,vi
vn,học,50,70,248,2026-09-12 09:21:05,no,no,
vn,đọc báo,42,48,198,2026-09-12 09:17:00,no,sí,vi
vn,giọng đọc,5,11,249,2026-09-12 09:16:56,sí,sí,vi
vn,đọc to,5,11,250,2026-09-12 09:21:04,sí,sí,vi
vn,chuyển văn bản sang giọng nói,5,13,42,2026-09-12 09:21:03,no,no,
vn,đọc văn bản thành giọng nói,5,15,176,2026-09-12 09:21:02,sí,no,
vn,đọc truyện audio,5,19,141,2026-09-12 09:21:03,no,sí,vi
vn,đọc văn bản,5,21,249,2026-09-12 09:16:54,sí,sí,vi
vn,tts,5,21,249,2026-09-12 09:16:55,sí,sí,vi en-GB
vn,epub,5,21,249,2026-09-12 09:16:59,sí,sí,vi en-GB
vn,chuyển văn bản thành giọng nói,5,23,246,2026-09-12 09:16:55,sí,no,
vn,tiếng việt,5,23,247,2026-09-12 09:16:59,sí,sí,vi
vn,giọng nói,5,33,247,2026-09-12 09:21:03,sí,sí,vi
vn,audiobook,5,39,246,2026-09-12 09:16:57,sí,sí,en-GB
vn,trợ năng,5,39,248,2026-09-12 09:16:59,sí,no,
vn,text to speech tiếng việt,5,45,36,2026-09-12 09:21:04,no,sí,vi
vn,bài viết,5,46,245,2026-09-12 09:17:02,sí,sí,vi
vn,đọc pdf,5,47,243,2026-09-12 09:16:57,sí,sí,vi
vn,đọc,5,55,246,2026-09-12 09:21:06,sí,sí,vi
